tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
"reggae, ska",Reggae,2006,169546,0.627,0.763,4,-4.66,1,0.145,0.338,0.0,0.349,0.857,163.076,4
reggae,Reggae,2014,210120,0.722,0.791,2,-6.36,0,0.0718,0.0301,0.0,0.297,0.768,72.38,4
reggae,Country,1978,213546,0.831,0.534,11,-10.618,0,0.081,0.014,0.0,0.122,0.819,125.224,4
reggae,Reggae,2003,242333,0.774,0.531,11,-7.176,0,0.0446,0.0595,0.0,0.0409,0.966,142.001,4
"rock, reggae, cover, ska",Reggae,1994,101960,0.82,0.35,11,-12.402,1,0.286,0.98,5.55e-05,0.12,0.764,159.972,4
reggae,Reggae,2005,427173,0.888,0.316,11,-11.052,0,0.0764,0.152,0.0605,0.101,0.644,129.309,4
reggae,Reggae,2006,63973,0.626,0.617,1,-12.363,1,0.057,0.616,0.885,0.0891,0.623,137.928,4
"rock, reggae, nu_metal",Rock,2007,201266,0.645,0.979,0,-2.322,1,0.105,0.016,0.0,0.371,0.798,106.963,4
reggae,Reggae,2007,189626,0.745,0.653,0,-6.259,1,0.121,0.0269,0.0,0.326,0.478,75.559,4
reggae,Reggae,1992,227733,0.931,0.47,9,-13.603,1,0.131,0.0664,0.000183,0.0297,0.819,125.32,4
"reggae, male_vocalists, ska",Latin,2009,209986,0.375,0.998,0,-3.155,1,0.368,0.0126,0.000245,0.325,0.126,159.228,4
reggae,Reggae,2004,179253,0.853,0.477,1,-7.621,1,0.107,0.195,0.008,0.0683,0.639,132.648,4
"rock, reggae, pop_rock",Rock,2002,203373,0.574,0.964,4,-2.745,1,0.0458,0.000382,0.0045,0.0578,0.644,109.037,4
reggae,Latin,2001,89800,0.571,0.755,10,-7.604,0,0.245,0.133,3.16e-06,0.757,0.968,182.523,4
"rock, alternative, alternative_rock, reggae, ska",Rock,2004,185946,0.673,0.938,9,-5.482,1,0.0894,0.00827,0.0,0.183,0.509,101.012,4
reggae,Reggae,2000,302066,0.75,0.663,7,-6.436,0,0.0637,0.0963,0.00166,0.364,0.798,162.777,4
"reggae, mellow, chill",Electronic,2013,236434,0.836,0.306,8,-11.354,1,0.0561,0.756,0.0166,0.113,0.366,92.198,4
reggae,Rock,2008,187973,0.708,0.645,10,-5.225,0,0.29,0.0504,0.0,0.108,0.554,85.293,4
reggae,Latin,2007,247680,0.589,0.632,5,-9.267,1,0.0328,0.043,0.00144,0.372,0.537,130.053,4
reggae,Reggae,2010,254906,0.767,0.732,7,-5.008,0,0.282,0.056,4.73e-06,0.0688,0.871,75.005,4
reggae,Reggae,1974,180266,0.815,0.512,9,-9.331,0,0.148,0.317,0.000673,0.0464,0.703,78.468,4
reggae,Reggae,2005,227933,0.664,0.579,4,-6.51,0,0.312,0.302,2.21e-06,0.0757,0.598,167.927,4
"rock, alternative, alternative_rock, reggae, pop_rock, ska",Rock,2004,261586,0.59,0.972,9,-5.827,1,0.0528,0.00131,0.000768,0.098,0.609,110.004,4
"punk, reggae, post_punk, ska",Blues,1980,292040,0.782,0.769,0,-7.071,1,0.0688,0.177,2.97e-05,0.109,0.961,151.6,4
"reggae, ska",Metal,2007,226506,0.824,0.742,6,-6.307,1,0.0291,0.0125,3.31e-06,0.175,0.854,114.993,4
reggae,Reggae,2011,310866,0.679,0.892,6,-8.592,0,0.0743,0.041,0.000177,0.304,0.861,103.708,4
"reggae, ska",Reggae,2013,163920,0.717,0.578,2,-7.54,1,0.102,0.00354,8.89e-05,0.301,0.919,74.424,4
reggae,Reggae,2010,240600,0.684,0.753,9,-5.636,1,0.109,0.0153,4.57e-05,0.0845,0.517,166.427,4
reggae,Reggae,2012,239629,0.924,0.382,1,-12.131,1,0.422,0.0284,0.00117,0.0361,0.683,123.006,4
"chillout, reggae",Reggae,2006,462280,0.871,0.233,11,-14.787,1,0.172,0.0885,0.357,0.109,0.305,84.617,4
"80s, reggae",Reggae,2013,200946,0.954,0.435,11,-13.356,1,0.0916,0.182,2.95e-05,0.0897,0.9,123.602,4
"reggae, ska",Reggae,2004,146106,0.694,0.753,9,-7.745,1,0.0311,0.00792,0.00485,0.219,0.619,117.922,4
reggae,RnB,1993,246333,0.95,0.554,8,-10.329,1,0.0744,0.0961,0.0,0.227,0.909,136.538,4
"rock, reggae",Latin,2014,59933,0.662,0.676,5,-13.825,1,0.03,0.233,0.952,0.434,0.966,129.92,4
reggae,Reggae,2014,198400,0.714,0.564,11,-9.46,1,0.304,0.098,2.15e-06,0.268,0.899,170.47,4
"reggae, ska",Reggae,1979,195306,0.495,0.705,11,-9.231,0,0.114,0.0167,3.11e-06,0.36,0.632,145.299,4
reggae,Electronic,1987,274600,0.849,0.556,9,-13.331,0,0.0468,0.0332,3.93e-05,0.0949,0.911,126.655,4
reggae,Reggae,2008,225920,0.687,0.864,9,-3.591,1,0.37,0.0106,0.0,0.0341,0.745,155.791,4
reggae,Punk,1992,226626,0.704,0.24,6,-17.863,0,0.0339,0.299,1.49e-05,0.328,0.813,151.627,4
"reggae, ska",Metal,2003,168626,0.566,0.973,2,-5.036,1,0.0523,0.0607,0.000151,0.0737,0.937,174.25,4
reggae,Reggae,2006,188426,0.787,0.576,10,-7.053,0,0.341,0.0818,0.0,0.094,0.781,142.446,4
"reggae, ska",Reggae,2007,181813,0.701,0.651,1,-5.699,0,0.14,0.0211,0.0,0.239,0.862,172.093,4
reggae,RnB,1989,182533,0.88,0.367,5,-15.487,0,0.316,0.263,7.06e-05,0.0294,0.92,80.866,4
"alternative, reggae, ska",Latin,2002,53973,0.212,0.991,9,-4.415,1,0.105,0.00455,0.000638,0.883,0.224,176.998,4
"instrumental, acoustic, reggae, guitar, ska",Reggae,2006,198640,0.436,0.874,8,-6.484,1,0.21,0.183,0.0,0.943,0.847,178.375,4
"rap, hip_hop, reggae, rnb",RnB,2007,208026,0.589,0.938,6,-4.961,0,0.252,0.0279,0.0,0.323,0.798,86.017,4
reggae,Reggae,1997,206266,0.785,0.358,0,-15.055,0,0.0429,0.0883,0.000109,0.0956,0.968,148.869,4
reggae,Reggae,2000,223226,0.787,0.648,7,-6.191,1,0.0904,0.217,5.72e-05,0.0453,0.847,151.491,4
reggae,Reggae,2001,291400,0.716,0.892,4,-2.491,0,0.27,0.0237,1.64e-06,0.336,0.669,174.651,4
"rock, punk, 80s, punk_rock, reggae, post_punk",Rock,1980,231800,0.689,0.725,4,-8.608,1,0.0455,0.582,0.0124,0.0816,0.784,93.056,4
"pop, reggae",Country,2018,202853,0.831,0.713,1,-3.646,0,0.094,0.181,0.0,0.0572,0.69,132.109,4
reggae,Latin,2007,196066,0.644,0.777,4,-8.34,0,0.04,0.112,0.00882,0.244,0.965,94.0,4
"reggae, polish",Reggae,2005,318355,0.943,0.717,4,-5.565,0,0.0974,0.00396,0.0,0.128,0.822,99.974,4
reggae,Reggae,2003,270666,0.597,0.28,4,-10.433,0,0.0455,0.752,0.00898,0.083,0.181,123.424,4
reggae,Reggae,2007,213080,0.559,0.774,1,-3.278,1,0.033,0.247,0.0,0.105,0.889,93.04,4
"chillout, reggae",Reggae,2006,324786,0.345,0.262,6,-18.456,0,0.0456,0.389,0.616,0.109,0.0877,179.806,3
reggae,Reggae,2013,141253,0.808,0.393,0,-11.899,1,0.0467,0.45,0.0,0.0834,0.963,120.25,4
reggae,Reggae,2007,255066,0.835,0.549,4,-6.527,0,0.175,0.035,0.0,0.216,0.948,131.031,4
"reggae, french",Reggae,2003,191640,0.929,0.374,0,-11.15,1,0.0592,0.000805,0.0152,0.0856,0.781,135.325,4
"reggae, ska",RnB,2002,235320,0.663,0.534,9,-6.836,0,0.0496,0.0758,9.12e-05,0.302,0.935,167.456,4
reggae,Reggae,1976,240133,0.803,0.413,0,-13.085,1,0.275,0.311,0.0136,0.0744,0.845,140.327,4
reggae,Reggae,2014,228466,0.681,0.646,0,-9.651,1,0.0519,0.227,0.107,0.205,0.724,100.814,4
"chillout, reggae, ska",Reggae,2004,302706,0.776,0.5,0,-8.948,1,0.0497,0.00572,0.00343,0.0997,0.512,140.28,4
reggae,Jazz,1974,246933,0.774,0.476,9,-8.338,1,0.236,0.141,1.44e-06,0.0986,0.654,141.042,4
reggae,Reggae,1977,234293,0.584,0.455,8,-15.342,1,0.0351,0.15,0.0,0.106,0.924,139.416,4
reggae,RnB,1976,152933,0.586,0.491,0,-14.046,1,0.299,0.253,0.0,0.134,0.647,187.216,4
"electronic, chillout, reggae, trip_hop, downtempo",Electronic,2008,335614,0.887,0.514,3,-7.874,1,0.0855,0.134,0.0519,0.0695,0.902,90.518,4
reggae,Reggae,2004,275600,0.622,0.821,4,-6.089,0,0.0907,0.172,0.00167,0.195,0.602,78.169,4
"pop, reggae",Pop,2010,184186,0.746,0.889,9,-5.738,1,0.0785,0.277,0.0,0.0516,0.973,207.996,4
"reggae, ska",Reggae,1987,223906,0.806,0.572,10,-12.05,0,0.128,0.0474,8.13e-05,0.0378,0.962,153.779,4
reggae,Reggae,2000,186826,0.707,0.478,0,-9.998,1,0.0835,0.365,0.0,0.169,0.651,165.722,4
"reggae, ska",Reggae,2004,173613,0.781,0.494,10,-10.056,0,0.0743,0.00327,0.00109,0.146,0.622,90.123,4
reggae,Reggae,2008,426280,0.434,0.97,7,-3.054,1,0.168,0.645,0.0,0.774,0.761,150.407,4
"hip_hop, reggae",Rap,2007,209426,0.58,0.919,10,-4.211,0,0.461,0.17,0.0,0.0447,0.469,88.779,4
reggae,Reggae,2008,211000,0.646,0.722,7,-8.511,1,0.0999,0.113,0.0,0.125,0.814,172.639,4
"pop, instrumental, reggae, male_vocalists",RnB,2014,265693,0.649,0.592,10,-6.924,1,0.0497,0.0934,0.000529,0.182,0.466,148.01,4
"reggae, ska",Reggae,2006,335026,0.51,0.637,11,-10.717,1,0.113,0.261,0.0984,0.584,0.707,89.674,4
"reggae, cover, polish",Reggae,2007,238813,0.779,0.763,0,-5.935,0,0.0298,0.0682,0.000422,0.264,0.964,135.023,4
reggae,Reggae,1996,230693,0.812,0.656,6,-5.102,0,0.0788,0.134,0.0,0.0764,0.903,125.455,4
reggae,Rock,2007,227720,0.719,0.671,4,-9.102,0,0.12,0.0218,3.88e-05,0.151,0.402,178.425,4
"indie, indie_rock, reggae",Rock,2007,269826,0.587,0.949,5,-3.71,0,0.0385,0.0127,0.00991,0.342,0.438,114.237,4
"reggae, ska",Reggae,2004,182933,0.771,0.182,9,-11.787,0,0.141,0.626,0.0,0.106,0.609,187.661,4
reggae,Reggae,1977,260866,0.673,0.523,9,-12.701,0,0.0633,0.237,0.0245,0.107,0.501,134.733,4
reggae,Reggae,1990,194280,0.742,0.523,5,-9.935,1,0.148,0.0733,0.0388,0.0903,0.783,72.779,4
"rock, metal, reggae, nu_metal",Rock,2003,144666,0.553,0.922,10,-5.145,0,0.0637,4.68e-05,0.158,0.102,0.391,102.062,4
reggae,Reggae,2002,230826,0.551,0.851,9,-4.269,0,0.255,0.171,0.0,0.215,0.884,83.271,4
reggae,Reggae,1984,280733,0.855,0.519,7,-12.717,0,0.27,0.038,0.0,0.28,0.787,151.669,4
"reggae, cover",Reggae,2006,279693,0.886,0.651,6,-9.199,0,0.0701,0.000257,0.817,0.102,0.642,124.615,4
"reggae, polish",Reggae,2005,161266,0.812,0.841,9,-6.246,0,0.375,0.0656,0.0,0.0352,0.913,94.997,4
reggae,Electronic,1995,273426,0.835,0.463,8,-11.402,1,0.105,0.611,0.0,0.102,0.902,130.143,4
reggae,Reggae,2000,325306,0.678,0.806,4,-8.209,0,0.078,0.319,0.0823,0.978,0.85,79.614,4
"reggae, french",Reggae,2008,417306,0.587,0.913,1,-4.01,1,0.112,0.432,0.0,0.536,0.587,101.423,4
reggae,Reggae,2000,249440,0.8,0.544,9,-7.739,0,0.0479,0.0025,0.000192,0.0811,0.76,150.115,4
"rock, reggae, 00s, ska",Pop,2007,124546,0.451,0.875,5,-6.513,0,0.0427,9.6e-05,0.00483,0.73,0.789,179.913,4
reggae,Reggae,2006,687000,0.408,0.829,0,-11.441,0,0.0725,0.309,0.0117,0.611,0.439,87.979,4
reggae,Reggae,2007,227506,0.679,0.715,11,-5.933,1,0.35,0.0288,0.0,0.36,0.813,79.087,4
reggae,Reggae,2003,370600,0.87,0.319,0,-10.686,1,0.0807,0.00677,5.19e-06,0.0673,0.325,106.367,4
reggae,Reggae,2012,247800,0.826,0.508,2,-8.713,1,0.0798,0.148,0.0,0.124,0.91,81.564,4
"reggae, 60s, ska",Reggae,2012,180000,0.708,0.759,7,-9.506,0,0.0934,0.0147,0.617,0.304,0.756,116.94,4
reggae,Reggae,2006,351973,0.76,0.48,8,-12.896,0,0.0475,0.0353,0.494,0.122,0.879,96.577,4
reggae,Rock,2013,204466,0.79,0.588,8,-6.699,1,0.0699,0.00123,8.32e-06,0.386,0.602,141.003,4
reggae,Reggae,2003,426079,0.815,0.378,1,-10.847,1,0.0564,0.0506,0.0387,0.0951,0.631,122.264,4
reggae,Reggae,2003,304533,0.853,0.4,7,-9.643,0,0.139,0.321,0.000117,0.0497,0.756,73.999,4
"soul, reggae",RnB,2008,324413,0.551,0.336,7,-11.496,1,0.0802,0.821,0.0,0.0982,0.501,112.349,4
"reggae, ska",Reggae,2000,196293,0.721,0.519,7,-10.328,1,0.0719,0.449,0.0208,0.332,0.8,145.747,4
"reggae, polish",Reggae,2007,260160,0.834,0.555,4,-7.201,0,0.0755,0.0251,1.11e-06,0.0627,0.694,132.007,4
"reggae, cover",Reggae,2013,202786,0.779,0.885,9,-7.623,0,0.0529,0.039,0.706,0.0523,0.844,140.901,4
reggae,Reggae,2005,232653,0.555,0.533,2,-9.269,0,0.0471,0.178,0.0,0.935,0.426,134.031,4
reggae,Reggae,1995,153666,0.771,0.66,1,-12.247,1,0.0495,0.0194,0.868,0.259,0.841,132.39,4
reggae,Reggae,2014,312981,0.672,0.861,0,-9.281,0,0.0367,0.0573,0.0,0.0996,0.961,105.01,4
reggae,Reggae,2014,250493,0.736,0.501,3,-5.902,1,0.158,0.0402,0.0,0.076,0.826,77.841,4
reggae,Reggae,2006,229333,0.812,0.544,7,-9.132,1,0.19,0.0999,0.0,0.135,0.524,91.097,4
reggae,Rock,2008,208800,0.737,0.681,7,-5.695,0,0.0293,0.0415,2.37e-06,0.104,0.928,107.073,4
reggae,RnB,2009,220760,0.816,0.42,0,-10.899,1,0.0667,0.0958,0.0,0.19,0.837,85.004,4
"rock, 80s, new_wave, reggae, post_punk",Rock,1993,172866,0.734,0.723,0,-7.739,1,0.031,0.112,0.103,0.0425,0.94,139.517,4
reggae,Rock,2008,311333,0.703,0.459,9,-12.067,0,0.0356,0.00917,1.51e-05,0.15,0.23,147.992,4
reggae,Reggae,2002,230933,0.694,0.62,0,-4.289,1,0.162,0.0386,0.0,0.0463,0.543,147.977,4
"hip_hop, reggae",Reggae,2013,208960,0.645,0.821,1,-4.03,1,0.153,0.016,1.21e-05,0.156,0.661,171.974,4
reggae,Reggae,2011,120160,0.838,0.542,1,-10.752,0,0.0925,0.254,0.00115,0.122,0.817,82.57,4
"pop, reggae, rnb",RnB,2016,198640,0.657,0.645,2,-6.52,0,0.0603,0.00592,0.000199,0.236,0.658,91.988,4
reggae,Reggae,2006,225866,0.509,0.458,9,-6.197,0,0.123,0.374,0.0,0.203,0.49,83.769,4
reggae,Reggae,2004,251240,0.808,0.753,10,-5.852,0,0.16,0.00589,0.0,0.052,0.791,83.987,4
"folk, singer_songwriter, reggae, country",Country,1992,233026,0.576,0.281,7,-14.743,1,0.0325,0.742,1.47e-05,0.0999,0.455,119.29,4
"reggae, polish",Reggae,2005,127413,0.788,0.769,7,-6.06,1,0.258,0.048,0.0,0.0469,0.685,159.968,4
"reggae, ska",Reggae,2004,253306,0.609,0.924,0,-1.674,1,0.0451,0.00671,0.0,0.129,0.861,129.056,4
"hip_hop, reggae, mellow",Rock,2004,319320,0.764,0.386,11,-8.322,0,0.0273,0.513,0.00554,0.106,0.325,142.31,4
reggae,RnB,2010,191379,0.645,0.676,0,-5.183,0,0.247,0.494,0.0,0.105,0.875,173.517,4
reggae,Reggae,2009,339266,0.917,0.745,7,-4.424,0,0.186,0.258,2.39e-05,0.382,0.935,142.001,4
reggae,Reggae,2000,240053,0.713,0.608,9,-6.339,1,0.175,0.264,0.0,0.0731,0.787,80.505,4
"reggae, cover, ska",Reggae,2001,202986,0.6,0.536,8,-7.814,1,0.122,0.37,1.86e-05,0.501,0.909,174.966,4
"electronic, reggae",Electronic,2007,228893,0.799,0.789,2,-5.249,1,0.115,0.166,0.00731,0.337,0.911,82.438,4
"reggae, chill, ska",Reggae,2005,151573,0.687,0.527,2,-5.122,1,0.0351,0.0236,0.917,0.107,0.967,81.531,4
"rock, reggae",Rock,2003,296640,0.636,0.886,6,-5.303,0,0.0438,0.0321,0.00173,0.129,0.671,87.268,4
"reggae, ska",Reggae,1999,187440,0.629,0.747,8,-5.894,1,0.04,0.058,1.05e-05,0.116,0.978,136.206,4
"reggae, 60s, oldies, ska",Reggae,2013,122160,0.661,0.67,2,-5.734,1,0.0386,0.162,1.73e-06,0.0737,0.935,132.032,4
reggae,Reggae,2014,286840,0.603,0.645,2,-12.76,1,0.0337,0.0642,0.000247,0.999,0.721,139.677,4
"blues, reggae, ska",Reggae,2005,178786,0.783,0.835,2,-5.123,1,0.0407,0.194,0.0,0.104,0.87,96.525,4
reggae,Reggae,2002,222106,0.719,0.835,8,-5.612,0,0.202,0.186,0.0,0.0626,0.969,82.377,4
"dance, rap, hip_hop, funk, reggae",Rap,2004,183373,0.61,0.897,4,-4.897,1,0.0883,0.002,2.33e-05,0.208,0.87,142.841,4
reggae,Reggae,1976,154133,0.799,0.317,7,-17.536,1,0.345,0.36,0.00765,0.104,0.782,131.037,4
"singer_songwriter, reggae, avant_garde",Rock,1973,180453,0.7,0.566,7,-12.977,1,0.101,0.429,2.77e-06,0.156,0.858,118.859,4
reggae,Reggae,2010,183240,0.739,0.738,3,-7.083,1,0.119,0.0945,0.0,0.0689,0.877,83.018,4
"rock, classic_rock, reggae",Rock,1976,297866,0.687,0.639,5,-9.34,1,0.0443,0.295,0.00708,0.0713,0.83,84.863,4
reggae,Reggae,1976,224000,0.759,0.342,4,-14.612,0,0.238,0.15,0.0149,0.405,0.911,158.083,4
"reggae, ska",Reggae,2006,158813,0.516,0.829,0,-6.503,1,0.0926,0.0802,3.08e-05,0.426,0.871,176.248,4
"soul, reggae",Reggae,2010,431293,0.67,0.531,9,-8.267,0,0.0377,0.0156,0.345,0.306,0.336,139.385,4
reggae,Reggae,2007,331373,0.682,0.447,10,-8.602,0,0.201,0.0208,0.000384,0.161,0.872,138.708,4
reggae,Reggae,2007,223773,0.712,0.543,10,-8.41,0,0.0598,0.00903,0.0226,0.115,0.412,95.413,4
reggae,Reggae,1978,240440,0.904,0.415,7,-12.18,1,0.206,0.0799,0.0903,0.0387,0.8,125.642,4
"hip_hop, reggae",Rap,2009,290466,0.464,0.845,9,-6.675,0,0.226,0.179,0.000273,0.537,0.651,151.77,4
"rock, classic_rock, blues, reggae, blues_rock",Pop,1976,347000,0.653,0.461,5,-9.633,1,0.0429,0.728,0.00384,0.0992,0.626,82.025,4
"reggae, ska",Reggae,2011,146666,0.77,0.569,1,-6.168,1,0.035,0.654,2.62e-06,0.229,0.855,121.785,4
reggae,Reggae,2010,233213,0.459,0.57,7,-8.397,1,0.028,0.636,0.0,0.968,0.439,108.174,4
reggae,RnB,2012,202973,0.787,0.476,2,-11.141,1,0.0575,0.194,8e-05,0.0534,0.915,82.914,4
"reggae, polish",Reggae,2008,240933,0.709,0.841,9,-4.993,0,0.047,0.206,0.0,0.138,0.853,150.013,4
reggae,Reggae,1995,280800,0.901,0.309,11,-12.531,1,0.0995,0.273,0.00266,0.0839,0.889,126.279,4
"reggae, polish",Reggae,2005,208640,0.785,0.612,2,-6.214,1,0.0826,0.00256,0.0,0.0661,0.735,95.134,4
"reggae, polish",Reggae,2005,190200,0.632,0.743,4,-3.993,0,0.435,0.0719,0.0,0.173,0.552,99.919,3
reggae,Reggae,2006,296840,0.794,0.705,1,-7.502,0,0.25,0.00657,0.661,0.194,0.394,170.231,4
reggae,Reggae,2001,281066,0.647,0.909,7,-5.142,1,0.378,0.0361,0.0,0.148,0.427,98.631,4
reggae,Reggae,2003,300866,0.934,0.507,4,-8.186,0,0.0684,0.166,0.0187,0.0638,0.961,134.194,4
reggae,Reggae,2009,210346,0.777,0.696,7,-6.447,1,0.0346,0.0107,0.00907,0.128,0.936,147.856,4
"alternative, alternative_rock, reggae, ska",Country,1999,151106,0.864,0.703,6,-6.197,1,0.0918,0.0765,6.96e-05,0.0766,0.971,97.246,4
reggae,Reggae,2009,238653,0.8,0.671,7,-5.135,0,0.149,0.0283,0.0,0.0909,0.722,130.318,4
reggae,Reggae,2010,233906,0.73,0.651,4,-6.359,0,0.0863,0.274,0.000142,0.0937,0.918,144.799,4
reggae,RnB,1997,223293,0.722,0.403,10,-15.934,0,0.0605,0.0148,7.74e-06,0.298,0.634,86.366,4
"reggae, ska",Reggae,2003,189893,0.858,0.524,0,-7.045,1,0.0444,0.234,7.1e-05,0.196,0.78,82.859,4
"reggae, ska",Reggae,2002,255333,0.676,0.781,0,-5.877,0,0.0316,0.0465,2.85e-05,0.03,0.966,155.339,4
reggae,Reggae,2001,228466,0.661,0.682,11,-5.546,1,0.423,0.447,0.0,0.0943,0.912,194.949,4
reggae,Electronic,2013,203360,0.575,0.533,7,-8.868,1,0.113,0.469,0.00884,0.0967,0.726,193.077,3
reggae,Reggae,1992,255419,0.819,0.233,0,-18.441,1,0.271,0.112,0.00106,0.207,0.643,133.482,4
"reggae, ska",Reggae,2004,204600,0.918,0.523,7,-8.908,1,0.0402,0.0194,1.57e-05,0.112,0.731,95.885,4
reggae,Reggae,2012,198160,0.701,0.769,7,-3.741,0,0.222,0.129,0.0,0.36,0.487,172.002,4
"reggae, ska",Country,2006,228680,0.888,0.844,2,-3.766,1,0.0557,0.37,0.741,0.334,0.971,130.108,4
"chillout, reggae, trip_hop, downtempo, lounge",Electronic,1998,269760,0.748,0.908,4,-6.466,0,0.0474,0.164,0.0258,0.12,0.292,95.008,4
"reggae, ska",Reggae,2011,186200,0.803,0.502,10,-9.302,1,0.175,0.233,3.97e-05,0.11,0.877,145.484,4
"reggae, polish",Reggae,2005,244173,0.792,0.709,7,-6.613,1,0.301,0.0197,0.0,0.113,0.922,191.923,4
"reggae, polish",Reggae,2008,189333,0.721,0.607,4,-7.113,0,0.279,0.0931,0.0,0.0788,0.732,159.962,4
reggae,Reggae,2005,267693,0.788,0.422,2,-11.284,1,0.0583,0.0322,0.000167,0.0452,0.747,89.519,4
reggae,Reggae,2008,214813,0.686,0.69,0,-3.704,1,0.27,0.0617,0.0,0.29,0.823,77.18,4
reggae,Reggae,1983,156760,0.718,0.459,5,-9.134,1,0.101,0.25,0.0,0.0496,0.862,142.243,4
"reggae, ska",Reggae,2013,139786,0.725,0.258,3,-8.189,1,0.0429,0.688,0.017,0.106,0.748,87.65,4
"reggae, rnb",RnB,2010,302986,0.703,0.62,11,-5.162,0,0.231,0.00316,7.27e-05,0.0724,0.61,71.996,4
reggae,Rock,2012,203226,0.729,0.434,8,-12.437,1,0.136,0.0478,0.00945,0.495,0.368,80.294,4
"reggae, ska",Rock,2011,146133,0.745,0.502,5,-11.609,1,0.0382,0.304,2.07e-06,0.225,0.964,121.272,4
"reggae, ska",Rock,2005,194560,0.503,0.96,0,-4.913,1,0.0816,0.000772,2.99e-06,0.382,0.838,155.07,4
reggae,Reggae,1978,216960,0.658,0.654,9,-9.002,1,0.0306,0.00928,2.11e-05,0.295,0.915,139.108,4
reggae,Reggae,2000,196106,0.926,0.854,7,-4.727,1,0.109,0.0818,0.0,0.0759,0.828,98.044,4
reggae,Reggae,2012,184693,0.848,0.424,5,-10.577,1,0.0865,0.225,0.0,0.126,0.702,131.445,4
reggae,Reggae,2014,242333,0.803,0.633,5,-8.31,0,0.0378,0.105,0.017,0.0723,0.83,95.91,4
"reggae, mellow, chill, ska",Rock,2007,166400,0.758,0.565,7,-7.74,1,0.237,0.0658,0.0,0.218,0.446,164.029,4
reggae,Reggae,2006,182306,0.573,0.78,0,-4.78,0,0.321,0.0111,0.0,0.116,0.747,82.619,4
"hip_hop, reggae, rnb",RnB,2008,201613,0.58,0.82,1,-3.466,1,0.19,0.0818,2.08e-06,0.106,0.753,105.87,3
reggae,Reggae,2004,207693,0.925,0.791,1,-6.856,1,0.303,0.3,0.0,0.0731,0.806,116.929,4
reggae,Reggae,1976,201400,0.676,0.514,2,-11.368,1,0.0735,0.412,0.0287,0.0922,0.734,67.157,4
reggae,Reggae,2006,235053,0.807,0.814,0,-4.738,0,0.247,0.457,0.0,0.332,0.967,149.902,4
"reggae, ska",Reggae,2000,164960,0.758,0.836,9,-6.17,1,0.0644,0.126,0.000245,0.0881,0.912,159.941,4
reggae,Reggae,2004,205200,0.771,0.69,2,-8.959,1,0.267,0.511,0.611,0.157,0.794,149.142,4
reggae,Reggae,2011,181880,0.599,0.89,5,-4.944,0,0.494,0.221,0.0,0.154,0.835,143.789,3
"reggae, ska",Reggae,2004,238346,0.909,0.482,7,-9.269,1,0.049,0.0213,8.08e-05,0.103,0.384,114.701,4
reggae,Reggae,1998,209133,0.764,0.92,7,-7.307,1,0.0463,0.0647,0.00232,0.0721,0.865,149.946,4
"rock, alternative_rock, reggae, ska",Rock,1994,254106,0.61,0.861,7,-8.568,1,0.105,0.00451,0.0,0.205,0.8,153.547,4
"hardcore, reggae",Punk,1983,58440,0.123,0.988,8,-9.8,1,0.168,0.000165,0.821,0.111,0.0525,189.234,4
reggae,Reggae,1993,270520,0.859,0.668,8,-7.23,0,0.0463,0.026,7.28e-06,0.298,0.958,111.493,4
reggae,Reggae,2005,209026,0.832,0.333,8,-15.837,1,0.0625,0.401,0.0005,0.117,0.774,75.466,4
"reggae, ska",Reggae,2004,201986,0.822,0.47,9,-10.066,0,0.0888,0.00395,0.000409,0.0589,0.56,128.169,4
reggae,Reggae,1989,250773,0.802,0.571,0,-11.63,1,0.0724,0.2,2.84e-06,0.149,0.936,134.561,4
reggae,Reggae,1976,509293,0.487,0.306,7,-16.312,1,0.139,0.511,0.146,0.117,0.477,152.106,4
reggae,Reggae,1986,211850,0.588,0.574,11,-7.98,0,0.305,0.34,0.0,0.0739,0.932,171.079,4
"reggae, ska",Reggae,2012,203293,0.955,0.599,0,-10.262,1,0.0671,0.0665,0.0386,0.318,0.836,120.047,4
"reggae, ska",Reggae,2007,196266,0.684,0.863,9,-5.983,1,0.0515,0.246,0.00766,0.0995,0.969,154.985,4
"reggae, ska",Reggae,2007,253600,0.761,0.829,2,-5.341,1,0.0817,0.483,0.000302,0.0662,0.958,79.91,4
reggae,Reggae,2003,218053,0.623,0.881,9,-7.958,1,0.0399,0.0723,0.942,0.0762,0.412,130.468,4
"reggae, french, ska",Latin,2007,79440,0.544,0.442,0,-12.177,1,0.0489,0.0139,0.597,0.137,0.945,170.371,4
"reggae, drum_and_bass",Reggae,2017,219226,0.752,0.524,4,-9.446,0,0.363,0.181,0.0,0.341,0.61,169.13,4
"pop, 90s, reggae",Pop,2010,240546,0.599,0.794,10,-5.766,0,0.0772,0.0245,9.72e-06,0.08,0.839,176.051,4
reggae,Reggae,1977,256626,0.729,0.447,0,-15.245,1,0.0676,0.0168,0.0006,0.0819,0.801,126.28,4
reggae,Reggae,1951,207400,0.847,0.33,2,-14.96,0,0.276,0.0462,0.0,0.061,0.741,134.66,4
"rap, hip_hop, reggae",Rap,2009,218480,0.634,0.86,1,-4.911,1,0.118,0.00674,0.0,0.332,0.851,160.831,4
